variable,month,mean_bias_hist_vs_obs,mean_correction_applied
tmax_c,1,0.7383764096774161,-0.6929500471643761
tmax_c,2,0.17098253246661166,-0.3398990253366106
tmax_c,3,0.12999543870967756,-0.28304991017171477
tmax_c,4,0.7649196099999998,-1.0442582112276089
tmax_c,5,0.9054742322580651,-1.0304931488245141
tmax_c,6,0.7313839900000012,-0.6680172947571421
tmax_c,7,2.178400964516129,-1.985631638543872
tmax_c,8,2.7280496129032272,-2.6494776602969856
tmax_c,9,2.0058997100000013,-1.7633251600074709
tmax_c,10,0.6235905483870923,-0.6273185317623644
tmax_c,11,0.07295355666666481,0.36817499636447665
tmax_c,12,0.49464813225806736,-0.28731859510418467
tmin_c,1,-0.18489290322580842,0.6962343903724847
tmin_c,2,-0.07404539263456211,0.6089926542321031
tmin_c,3,0.20998114193548467,-0.23292675331925297
tmin_c,4,1.3802267533333339,-1.6100680471806248
tmin_c,5,1.6252503483870964,-1.9743551435638638
tmin_c,6,2.078050333333337,-2.4236092776544633
tmin_c,7,4.196833603225805,-3.980570509686284
tmin_c,8,4.462603267741937,-4.336976277125709
tmin_c,9,3.198089796666668,-3.3680098038349335
tmin_c,10,1.1281011419354812,-1.1719319836569146
tmin_c,11,0.1720879533333317,0.5999511361353657
tmin_c,12,-0.43409518709677375,1.289948776487857
tmean_c,1,-0.29785018629032045,0.6001730042394885
tmean_c,2,-0.5514244098087797,0.5765721574393684
tmean_c,3,-0.22844659193548544,0.012823892982126136
tmean_c,4,0.8639968258333326,-1.2122225172911507
tmean_c,5,1.1874151766128982,-1.487439989172322
tmean_c,6,1.3404560658333295,-1.563959623785142
tmean_c,7,3.0413548596774227,-3.0088017155325186
tmean_c,8,3.3535247000000012,-3.4223487221578437
tmean_c,9,2.257509017500002,-2.2696167655144857
tmean_c,10,0.6202883024193575,-0.8525170272489311
tmean_c,11,-0.18294509250000068,0.7488650739016478
tmean_c,12,-0.4152243080645146,1.0693001159764235
wind_avg,1,-0.49394111070039015,0.5536168083838957
wind_avg,2,-0.09237889146164058,0.054342657106032304
wind_avg,3,0.002046579329962217,0.0309397697858004
wind_avg,4,0.08866047048619263,-0.06721881618973587
wind_avg,5,0.3540873209265154,-0.35658318801577676
wind_avg,6,0.28641613537726673,-0.3064859053300855
wind_avg,7,0.3654864358904919,-0.368949646000388
wind_avg,8,0.3231548164277007,-0.3303217247880554
wind_avg,9,0.253289708188261,-0.2519894230793075
wind_avg,10,-0.09089847857299116,0.08095013554833766
wind_avg,11,-0.21990772797462377,0.20035429975938457
wind_avg,12,-0.5342612194761416,0.5533147506297533
rh_mean_percent,1,-0.21400887379071776,-0.2922659407524005
rh_mean_percent,2,-2.1421807115367386,1.6720361466716471
rh_mean_percent,3,-7.606438041094208,7.936105068244872
rh_mean_percent,4,-10.873784717347824,11.487992686041771
rh_mean_percent,5,-13.58453762245842,13.964321455513554
rh_mean_percent,6,-11.286258344050047,12.24781207029376
rh_mean_percent,7,-16.26141468899385,16.225151467947576
rh_mean_percent,8,-19.964820776349647,19.88370542908683
rh_mean_percent,9,-17.62606847639472,17.233785842347974
rh_mean_percent,10,-11.557390002660263,11.230129688617914
rh_mean_percent,11,-2.3773917619705855,2.0848053569712754
rh_mean_percent,12,0.09650255048710221,-0.25240669889153017
precip_mm_day,1,-0.9712616058333297,1.0923844815890658
precip_mm_day,2,-0.9540289778536001,0.6267611023917191
precip_mm_day,3,-0.5002530228667446,0.47141880570387246
precip_mm_day,4,-0.320512661194317,0.19165777557402916
precip_mm_day,5,-0.18747143742652173,0.038592064109441555
precip_mm_day,6,0.5268084451317241,-0.2695293457938695
precip_mm_day,7,0.07681213883895148,-0.054204736759906856
precip_mm_day,8,0.04859669210088381,-0.02421487166847487
precip_mm_day,9,-0.7657977495924322,0.7394632096773197
precip_mm_day,10,-1.4293080177414845,0.8395190289768448
precip_mm_day,11,-0.8776387175207769,0.6498337003742154
precip_mm_day,12,-1.6254745162847877,2.008622890605785
