variable,month,mean_bias_hist_vs_obs,mean_correction_applied
tmax_c,1,0.7383764096774161,-0.7161775844170402
tmax_c,2,0.17098253246661166,-0.26533063464635526
tmax_c,3,0.12999543870967756,-0.26761190915894434
tmax_c,4,0.7649196099999998,-0.9881699758338391
tmax_c,5,0.9054742322580651,-1.0249660747748337
tmax_c,6,0.7313839900000012,-0.6891887436669861
tmax_c,7,2.178400964516129,-2.152060648813912
tmax_c,8,2.7280496129032272,-2.6656754519260115
tmax_c,9,2.0058997100000013,-1.8994997742129562
tmax_c,10,0.6235905483870923,-0.6149399961458033
tmax_c,11,0.07295355666666481,0.20204128300311716
tmax_c,12,0.49464813225806736,-0.3861750121955106
tmin_c,1,-0.18489290322580842,0.34059780690753366
tmin_c,2,-0.07404539263456211,0.34176190019624775
tmin_c,3,0.20998114193548467,-0.2753002433430594
tmin_c,4,1.3802267533333339,-1.5720749368983171
tmin_c,5,1.6252503483870964,-1.9436408184925253
tmin_c,6,2.078050333333337,-2.319030651434435
tmin_c,7,4.196833603225805,-4.211186854648542
tmin_c,8,4.462603267741937,-4.377345677725446
tmin_c,9,3.198089796666668,-3.306747835630157
tmin_c,10,1.1281011419354812,-1.150410251450357
tmin_c,11,0.1720879533333317,0.2961966645712192
tmin_c,12,-0.43409518709677375,0.9618711093664134
tmean_c,1,-0.29785018629032045,0.38082930845966767
tmean_c,2,-0.5514244098087797,0.5970850400731347
tmean_c,3,-0.22844659193548544,0.05281759314704687
tmean_c,4,0.8639968258333326,-1.1388379709933096
tmean_c,5,1.1874151766128982,-1.4861773586652447
tmean_c,6,1.3404560658333295,-1.4845468367015535
tmean_c,7,3.0413548596774227,-3.1485262460811967
tmean_c,8,3.3535247000000012,-3.3661298987669572
tmean_c,9,2.257509017500002,-2.3028151970633948
tmean_c,10,0.6202883024193575,-0.7411691088743518
tmean_c,11,-0.18294509250000068,0.5324391974007526
tmean_c,12,-0.4152243080645146,0.7886515157857078
wind_avg,1,-0.49394111070039015,0.5658832633067751
wind_avg,2,-0.09237889146164058,0.05635426512905812
wind_avg,3,0.002046579329962217,0.04317863090109848
wind_avg,4,0.08866047048619263,-0.06534499731265538
wind_avg,5,0.3540873209265154,-0.35397864680355556
wind_avg,6,0.28641613537726673,-0.3123486098918945
wind_avg,7,0.3654864358904919,-0.3702613788160877
wind_avg,8,0.3231548164277007,-0.3332753709316473
wind_avg,9,0.253289708188261,-0.2507843423099027
wind_avg,10,-0.09089847857299116,0.06798860357264448
wind_avg,11,-0.21990772797462377,0.222530174820623
wind_avg,12,-0.5342612194761416,0.5778321173644625
rh_mean_percent,1,-0.21400887379071776,-0.11140344529534098
rh_mean_percent,2,-2.1421807115367386,1.6412742747661124
rh_mean_percent,3,-7.606438041094208,8.035013161302228
rh_mean_percent,4,-10.873784717347824,11.56021803114772
rh_mean_percent,5,-13.58453762245842,14.054744718652998
rh_mean_percent,6,-11.286258344050047,12.168152668484504
rh_mean_percent,7,-16.26141468899385,16.149153436398933
rh_mean_percent,8,-19.964820776349647,19.895383306971247
rh_mean_percent,9,-17.62606847639472,17.119946458307524
rh_mean_percent,10,-11.557390002660263,11.40718064885312
rh_mean_percent,11,-2.3773917619705855,2.282185487027489
rh_mean_percent,12,0.09650255048710221,0.07380767354584224
precip_mm_day,1,-0.9712616058333297,1.0452069514147637
precip_mm_day,2,-0.9540289778536001,0.5517056751977583
precip_mm_day,3,-0.5002530228667446,0.3753545201597589
precip_mm_day,4,-0.320512661194317,0.14634741455112937
precip_mm_day,5,-0.18747143742652173,-0.0019099243663309414
precip_mm_day,6,0.5268084451317241,-0.2207988807930463
precip_mm_day,7,0.07681213883895148,-0.07908725235060798
precip_mm_day,8,0.04859669210088381,-0.025869876418282624
precip_mm_day,9,-0.7657977495924322,0.786731518475358
precip_mm_day,10,-1.4293080177414845,1.0097686131403905
precip_mm_day,11,-0.8776387175207769,0.9341603505625031
precip_mm_day,12,-1.6254745162847877,2.2160948373851
